MO,DY,HR,temp,feels_like,pressure,humidity,wind_speed,clouds_all,Irr
1,1,5,282.48,282.48,1017,92,1.31,0,0
1,1,6,282.74,282.74,1017,92,1.24,0,0
1,1,7,282.41,282.41,1018,92,1.11,8,62.48
1,1,8,284.04,283.51,1019,89,1.48,6,230.52
1,1,9,287.46,287.19,1019,86,1.03,3,391.83
1,1,10,293.04,292.81,1019,66,1,3,510.15
1,1,11,293.88,293.63,1019,62,1.7,0,580.5
1,1,12,294.37,294.11,1018,60,2.73,11,575.1
1,1,13,295.99,295.77,1017,55,3.02,17,505.45
1,1,14,296.11,295.9,1016,55,3.28,17,378.95
1,1,15,294.37,294.17,1016,62,2.16,31,214.3
1,1,16,293.94,293.9,1015,70,0.58,49,50.15
1,1,17,293.77,293.4,1016,58,0.96,54,0
1,1,18,295.44,295.19,1016,56,1.56,34,0
1,1,19,292.58,292.25,1017,64,0.34,31,0
1,1,20,287.6,287.4,1018,88,1.64,34,0
1,1,21,287.2,286.98,1018,89,1.75,30,0
1,1,22,286.71,286.37,1018,86,1.46,12,0
1,1,23,285.91,285.51,1018,87,0.4,3,0
1,2,0,285.31,284.93,1018,90,0.74,2,0
1,2,1,284.13,283.71,1019,93,1.32,6,0
1,2,2,283.77,283.29,1018,92,1.74,1,0
1,2,3,282.87,282.19,1018,94,1.8,3,0
1,2,4,282.77,282.02,1018,94,1.86,7,0
1,2,5,283.64,283.12,1018,91,1.89,16,0
1,2,6,284.58,284.08,1018,88,1.48,34,0
1,2,7,284.66,284.16,1019,88,1.77,30,60.42
1,2,8,283.76,283.25,1020,91,1.66,10,227.12
1,2,9,285.78,285.53,1020,93,0.6,2,391.25
1,2,10,291.77,291.54,1021,71,0.44,2,514.05
1,2,11,293.58,293.3,1020,62,0.58,0,583.95
1,2,12,294.39,294.11,1019,59,0.52,0,583.55
1,2,13,296.33,296.04,1018,51,0.95,0,516.17
1,2,14,296.95,296.67,1018,49,1.5,0,390.77
1,2,15,294.75,294.53,1017,60,2.18,0,223.92
1,2,16,294.23,294.09,1017,65,1.98,0,54.2
1,2,17,291.82,291.7,1018,75,2.43,2,0
1,2,18,290.79,290.62,1019,77,2.53,2,0
1,2,19,288.36,288.16,1019,85,2.62,3,0
1,2,20,287.83,287.73,1020,91,2.17,15,0
1,2,21,286.63,286.44,1020,92,2.73,3,0
1,2,22,285.08,284.78,1020,94,2.79,1,0
1,2,23,285.19,284.88,1020,93,2.4,50,0
1,3,0,285.28,284.98,1020,93,2.38,96,0
1,3,1,284.59,284.24,1019,94,1.97,96,0
1,3,2,283.97,283.59,1019,95,1.9,78,0
1,3,3,283.08,282.17,1019,97,2.11,32,0
1,3,4,282.85,281.99,1019,98,2,0,0
1,3,5,283.19,282.76,1019,96,1.74,8,0
1,3,6,283.35,282.91,1019,95,1.8,61,0
1,3,7,283.57,283.15,1019,95,1.02,72,62.3
1,3,8,284.39,283.97,1020,92,0.87,84,232.23
1,3,9,285.88,285.61,1021,92,0.15,98,391.5
1,3,10,290.81,290.67,1021,78,0.74,96,510.6
1,3,11,291.73,291.5,1020,71,1.19,87,601.92
1,3,12,292.52,292.24,1019,66,1.86,88,595.7
1,3,13,294.35,294.01,1018,57,2.16,78,521.3
1,3,14,295,294.65,1017,54,1.67,74,392.4
1,3,15,293.03,292.77,1017,65,1.77,97,223.65
1,3,16,292.41,292.19,1017,69,1.21,75,55.05
1,3,17,291.76,291.4,1017,66,2.6,79,0
1,3,18,291.61,291.29,1017,68,2.47,60,0
1,3,19,288.98,288.63,1017,77,2.12,41,0
1,3,20,287.16,286.81,1018,84,1.42,32,0
1,3,21,286.77,286.43,1018,86,0.72,37,0
1,3,22,285.37,284.97,1018,89,0.34,37,0
1,3,23,285.39,284.97,1018,88,0.44,20,0
1,4,0,285.37,284.92,1017,87,0.75,5,0
1,4,1,284.4,283.88,1017,88,1.04,3,0
1,4,2,284.44,283.92,1017,88,1.23,3,0
1,4,3,282.45,281.82,1016,94,1.68,6,0
1,4,4,282.47,281.89,1016,93,1.63,7,0
1,4,5,282.85,282.53,1016,90,1.43,12,0
1,4,6,283.52,282.99,1016,91,1.27,10,0
1,4,7,283.02,283.02,1017,90,1.16,2,49.77
1,4,8,284.01,283.48,1017,89,1.24,10,193.8
1,4,9,287.08,286.83,1018,88,0.81,8,342.67
1,4,10,292.34,292.01,1018,65,0.85,10,456
1,4,11,293.01,292.64,1017,61,0.84,15,605.27
1,4,12,293.52,293.23,1016,62,0.97,10,596.27
1,4,13,295.92,295.71,1015,56,1.19,7,521.02
1,4,14,296.44,296.26,1014,55,1.26,18,386.95
1,4,15,294.35,294.3,1014,68,1.13,37,216.35
1,4,16,293.63,293.67,1014,74,0.81,44,52.42
1,4,17,293.78,293.54,1014,63,1.08,51,0
1,4,18,294.38,294.2,1015,63,0.86,26,0
1,4,19,291.59,291.42,1015,74,1.25,31,0
1,4,20,288.65,288.47,1016,85,1.68,34,0
1,4,21,288.55,288.31,1017,83,1.64,25,0
1,4,22,286.99,286.68,1017,86,1.77,43,0
1,4,23,286.43,286.01,1018,84,3.03,62,0
1,5,0,286.91,286.61,1018,87,2.76,40,0
1,5,1,285.87,285.57,1016,91,1.7,51,0
1,5,2,285.39,285.05,1016,91,1.08,69,0
1,5,3,284.34,283.97,1016,94,0.95,85,0
1,5,4,285.14,284.77,1015,91,1.31,79,0
1,5,5,285.31,284.93,1015,90,1.45,32,0
1,5,6,285.01,284.65,1015,92,1.32,16,0
1,5,7,284.46,284.07,1015,93,0.45,3,57.12
1,5,8,285.15,284.86,1016,94,0.23,9,223.2
1,5,9,286.69,286.4,1017,88,0.12,42,389.38
1,5,10,291.9,291.63,1018,69,0.18,28,515.08
1,5,11,292.86,292.53,1016,63,0.43,30,589.05
1,5,12,293.55,293.32,1015,64,0.34,10,586.25
1,5,13,295.86,295.67,1014,57,0.64,1,517
1,5,14,296.14,295.98,1013,57,0.92,5,389.83
1,5,15,293.86,293.68,1012,65,1.18,5,222
1,5,16,293.71,293.57,1012,67,0.81,40,55.38
1,5,17,292.86,292.56,1012,64,1.8,30,0
1,5,18,293.86,293.74,1012,67,1.2,27,0
1,5,19,289.54,289.32,1013,80,1.53,11,0
1,5,20,287.95,287.86,1013,91,1.91,9,0
1,5,21,287.4,287.2,1013,89,1.57,11,0
1,5,22,285.92,285.63,1013,91,1.6,9,0
1,5,23,285.57,285.24,1013,91,1.72,8,0
1,6,0,285.84,285.51,1013,90,1.82,10,0
1,6,1,285.83,285.5,1013,90,2.39,18,0
1,6,2,285.84,285.38,1013,85,2.75,17,0
1,6,3,285.96,285.54,1012,86,2.47,15,0
1,6,4,285.37,284.89,1012,86,2.3,21,0
1,6,5,285.93,285.56,1012,88,2.36,37,0
1,6,6,286.4,286.18,1012,92,1.88,54,0
1,6,7,286.27,286.09,1013,94,1.77,42,46.9
1,6,8,286.4,286.21,1014,93,2.7,54,183.08
1,6,9,286.02,285.76,1015,92,2.48,43,328.17
1,6,10,289.42,289.27,1015,83,2.8,84,420.3
1,6,11,290.11,290,1014,82,3.17,46,516.27
1,6,12,290.67,290.62,1013,82,4,33,466.73
1,6,13,291.14,291.19,1012,84,4.59,53,367.77
1,6,14,290.66,290.76,1011,88,3.78,56,248.85
1,6,15,290.28,290.35,1011,88,4.24,43,129.55
1,6,16,289.6,289.76,1011,94,4.24,75,33.6
1,6,17,289.61,289.77,1011,94,3.95,64,0
1,6,18,289.1,289.18,1011,93,4.04,61,0
1,6,19,288.55,288.6,1012,94,3.12,71,0
1,6,20,288.37,288.43,1013,95,3.44,85,0
1,6,21,288.79,288.89,1014,95,3.56,83,0
1,6,22,288.44,288.58,1014,98,3.76,62,0
1,6,23,287.86,287.97,1013,99,4.73,68,0
1,7,0,287.94,287.93,1013,94,5.39,64,0
1,7,1,287.17,287.03,1012,92,5.21,78,0
1,7,2,286.84,286.69,1012,93,4.06,80,0
1,7,3,286.2,285.91,1013,90,2.92,99,0
1,7,4,286.3,285.94,1012,87,2.92,97,0
1,7,5,285.9,285.4,1012,83,3.25,62,0
1,7,6,285.6,284.99,1011,80,3.46,48,0
1,7,7,285.12,284.49,1012,81,3.84,57,41.27
1,7,8,285.3,284.71,1012,82,4.39,40,153.95
1,7,9,286.29,285.77,1013,81,4.07,65,283.02
1,7,10,287.24,286.74,1014,78,4.34,85,378.83
1,7,11,286.51,286.2,1014,88,4.08,99,413.23
1,7,12,285.83,285.53,1013,91,3.65,99,387.27
1,7,13,286.42,286.05,1012,86,3.57,100,319.27
1,7,14,286.34,285.99,1011,87,3.63,99,220.83
1,7,15,285.92,285.55,1012,88,3.82,91,116.2
1,7,16,286.34,285.96,1011,86,2.93,90,32.2
1,7,17,286.08,285.6,1012,83,2.13,70,0
1,7,18,285.8,285.39,1012,87,1.7,95,0
1,7,19,284.84,284.41,1013,90,2.01,59,0
1,7,20,284.43,283.83,1014,85,1.43,47,0
1,7,21,285.56,285.05,1014,84,0.42,41,0
1,7,22,283.37,282.88,1015,93,0.57,48,0
1,7,23,283.22,282.76,1015,95,1.42,47,0
1,8,0,282.92,282.56,1015,96,1.48,36,0
1,8,1,282.37,282,1014,97,1.42,31,0
1,8,2,282.09,281.49,1015,97,1.59,51,0
1,8,3,282.07,281.21,1014,96,1.86,26,0
1,8,4,283.08,282.89,1014,91,1.34,18,0
1,8,5,282.83,282.59,1015,91,1.36,42,0
1,8,6,282.32,282.32,1015,92,1.26,34,0
1,8,7,281.43,281.43,1016,98,1.17,32,49.27
1,8,8,282.1,282.1,1017,96,1.13,77,200.48
1,8,9,283.62,283.12,1018,92,0.78,39,366.67
1,8,10,287.97,287.54,1019,78,0.51,7,500.73
1,8,11,288.55,288.13,1018,76,1.48,14,525.45
1,8,12,289.62,289.23,1018,73,2.21,21,542.35
1,8,13,290.61,290.13,1017,66,1.95,27,485.17
1,8,14,291.21,290.72,1016,63,1.33,21,375.05
1,8,15,290.06,289.69,1015,72,0.56,20,218.33
1,8,16,289.98,289.62,1015,73,0.84,21,54.98
1,8,17,288.01,287.64,1015,80,1.74,17,0
1,8,18,288.09,287.7,1015,79,2.31,18,0
1,8,19,286.52,286.13,1016,85,2.22,15,0
1,8,20,285.66,285.24,1016,87,1.89,12,0
1,8,21,285.3,284.87,1017,88,1.98,10,0
1,8,22,283.36,282.84,1017,92,2,7,0
1,8,23,282.8,281.82,1016,93,2.14,4,0
1,9,0,282.66,281.78,1016,95,1.99,6,0
1,9,1,281.28,280.59,1016,97,1.57,4,0
1,9,2,281.13,280.58,1016,98,1.43,92,0
1,9,3,280.79,280.18,1015,100,1.44,89,0
1,9,4,280.84,280.2,1015,100,1.47,28,0
1,9,5,280.85,280.2,1016,98,1.48,23,0
1,9,6,280.57,279.36,1016,99,1.98,18,0
1,9,7,280.39,279.21,1017,99,1.91,22,62.73
1,9,8,281.55,281.13,1017,98,1.37,19,237.75
1,9,9,282.95,282.95,1018,95,1.17,6,408.58
1,9,10,287.24,286.77,1018,79,1.29,1,536.48
1,9,11,288.84,288.34,1018,72,1.64,1,604.9
1,9,12,289.12,288.5,1017,66,2.05,4,606.77
1,9,13,291.36,290.7,1016,56,2.32,4,542.52
1,9,14,292.08,291.41,1016,53,2.67,16,417.6
1,9,15,289.92,289.3,1015,63,3.2,8,248.58
1,9,16,289.64,289.02,1015,64,2.64,19,69.7
1,9,17,288.84,288.14,1015,64,2.19,20,0
1,9,18,288.15,287.4,1015,65,2.54,15,0
1,9,19,285.96,285.23,1016,74,2.49,8,0
1,9,20,284.39,283.55,1016,76,2.57,10,0
1,9,21,284.38,283.54,1017,76,2.61,4,0
1,9,22,283.06,281.8,1017,81,2.6,9,0
1,9,23,282.63,281.28,1016,82,2.62,8,0
1,10,0,282.85,281.55,1016,84,2.6,6,0
1,10,1,281.41,279.94,1016,89,2.46,6,0
1,10,2,280.35,278.66,1016,92,2.5,8,0
1,10,3,280.05,278.3,1016,98,2.5,17,0
1,10,4,279.65,277.91,1016,99,2.4,55,0
1,10,5,279.9,278.23,1016,98,2.37,90,0
1,10,6,279.74,278.13,1016,99,2.26,93,0
1,10,7,279.99,278.59,1017,99,2.08,93,74.55
1,10,8,280.21,278.93,1017,99,1.99,92,269.3
1,10,9,281.1,280.21,1018,94,1.73,38,449.77
1,10,10,286.16,285.55,1018,78,1.86,6,583.6
1,10,11,287.33,286.5,1018,65,2.43,0,633.27
1,10,12,288.01,287.07,1017,58,2.87,0,638.65
1,10,13,289.01,287.93,1017,49,2.92,0,575.12
1,10,14,289.24,288.11,1016,46,2.9,2,448.6
1,10,15,288.15,287.04,1016,51,2.98,4,274.4
1,10,16,287.72,286.64,1016,54,2.37,0,83.55
1,10,17,286.49,285.39,1016,58,2.27,0,0
1,10,18,285.69,284.57,1016,60,2.14,0,0
1,10,19,283.94,282.95,1017,72,2.25,0,0
1,10,20,282.74,281.74,1018,74,2.15,0,0
1,10,21,282.6,281.44,1018,75,2.33,0,0
1,10,22,280.23,278.63,1018,82,2.36,0,0
1,10,23,280.31,278.79,1018,87,2.28,1,0
1,11,0,279.63,278.04,1018,88,2.22,0,0
1,11,1,278.68,276.76,1017,92,2.4,0,0
1,11,2,278.64,276.58,1017,92,2.56,0,0
1,11,3,277.95,275.95,1017,95,2.35,0,0
1,11,4,277.99,276.13,1016,97,2.2,1,0
1,11,5,277.67,276.54,1016,97,1.51,92,0
1,11,6,277.64,276.53,1016,99,1.49,92,0
1,11,7,277.57,276.6,1017,99,1.38,92,78.85
1,11,8,278.48,277.42,1018,99,1.54,92,276.95
1,11,9,280.77,280.25,1018,96,1.36,64,457.75
1,11,10,285.81,285.09,1019,75,1.86,7,591.33
1,11,11,286.44,285.57,1018,67,2.52,0,637.23
1,11,12,287.32,286.49,1017,65,2.88,6,640.42
1,11,13,289.72,288.92,1016,57,2.98,10,573.6
1,11,14,290.49,289.64,1016,52,3.24,5,446.38
1,11,15,288.74,287.95,1015,61,3.35,4,271.67
1,11,16,288.28,287.47,1015,62,2.92,0,81.45
1,11,17,287.65,286.77,1015,62,1.93,0,0
1,11,18,286.56,285.73,1015,68,2.09,0,0
1,11,19,284.67,283.97,1016,80,2.1,0,0
1,11,20,282.96,282.04,1017,84,2.1,0,0
1,11,21,282.94,282.05,1017,83,2.06,0,0
1,11,22,281.87,280.8,1017,88,2.06,0,0
1,11,23,281.64,280.6,1017,88,1.98,0,0
1,12,0,281.48,280.41,1017,90,1.99,0,0
1,12,1,280.49,279.28,1017,95,1.96,0,0
1,12,2,279.28,277.92,1017,97,1.91,1,0
1,12,3,278.88,277.54,1017,99,1.83,1,0
1,12,4,278.08,276.64,1016,100,1.81,0,0
1,12,5,278.15,276.78,1016,100,1.76,92,0
1,12,6,277.78,276.5,1016,100,1.64,92,0
1,12,7,277.86,276.58,1017,100,1.65,92,80.12
1,12,8,277.67,276.63,1017,100,1.44,92,278.25
1,12,9,279.94,279.94,1018,100,1.17,76,458.77
1,12,10,286.89,286.28,1019,75,1.32,5,591.73
1,12,11,287.7,286.99,1018,68,1.93,0,647.25
1,12,12,288.52,287.73,1017,62,2.45,0,651.95
1,12,13,290.63,289.82,1016,53,2.66,0,588.6
1,12,14,291.33,290.51,1016,50,2.75,0,463.23
1,12,15,289.43,288.58,1015,56,2.77,0,288.62
1,12,16,288.96,288.08,1015,57,2.2,0,94.38
1,12,17,288.31,287.45,1015,60,2.45,0,0
1,12,18,287,286.19,1015,67,2.26,0,0
1,12,19,283.92,283.22,1016,83,2.13,0,0
1,12,20,282.52,281.55,1017,83,2.07,0,0
1,12,21,282.25,281.28,1017,82,2.02,0,0
1,12,22,281.28,280.18,1017,87,1.98,0,0
1,12,23,280.65,279.45,1017,87,1.98,0,0
1,13,0,281.19,280,1017,88,2.07,0,0
1,13,1,280.17,278.85,1017,92,2.02,0,0
1,13,2,279.21,277.78,1017,93,1.97,0,0
1,13,3,279.33,277.89,1017,95,2,5,0
1,13,4,279.26,277.65,1016,97,2.17,6,0
1,13,5,278.09,276.27,1017,97,2.18,5,0
1,13,6,277.88,276.25,1016,98,1.96,1,0
1,13,7,278.49,276.98,1017,98,1.94,92,82.48
1,13,8,278.75,277.02,1018,94,2.21,66,282.65
1,13,9,282.31,281.76,1019,87,1.58,1,464.3
1,13,10,287.67,287.03,1019,71,1.71,0,599.15
1,13,11,289.02,288.28,1019,62,2.14,0,665.2
1,13,12,289.2,288.4,1018,59,2.34,0,670.88
1,13,13,291.63,290.76,1017,47,2.48,0,605.3
1,13,14,291.89,291.02,1017,46,2.69,0,476.9
1,13,15,289.24,288.37,1017,56,2.91,0,297.7
1,13,16,288.85,287.99,1016,58,2.3,0,98.25
1,13,17,287.87,286.99,1017,61,2.46,0,0
1,13,18,287.15,286.36,1017,67,2.22,0,0
1,13,19,283.68,282.93,1018,82,2.2,0,0
1,13,20,283.03,282.02,1018,81,2.23,0,0
1,13,21,282.66,281.59,1018,81,2.23,0,0
1,13,22,282.31,281.17,1018,86,2.24,0,0
1,13,23,280.9,279.51,1018,88,2.24,0,0
1,14,0,281.93,280.74,1018,90,2.22,4,0
1,14,1,280.35,279.04,1018,94,2.04,11,0
1,14,2,279.12,277.63,1018,96,2.02,0,0
1,14,3,279.13,277.67,1018,99,1.99,91,0
1,14,4,278.61,276.66,1017,99,2.42,99,0
1,14,5,278.43,276.55,1017,99,2.31,100,0
1,14,6,279.31,278.01,1017,99,1.86,100,0
1,14,7,279.57,278.62,1019,98,1.58,100,79.58
1,14,8,279.65,278.65,1019,94,1.63,100,276.7
1,14,9,280.94,280.3,1020,91,1.48,100,455.58
1,14,10,286.42,285.73,1021,74,1.85,100,585.05
1,14,11,288.35,287.73,1021,69,2.43,100,635.3
1,14,12,288.87,288.22,1020,66,2.71,100,635.27
1,14,13,290.69,289.99,1019,57,2.98,100,567.52
1,14,14,290.81,290.09,1019,56,3.54,100,437.45
1,14,15,288.55,287.79,1019,63,3.25,100,261.23
1,14,16,287.96,287.17,1018,64,3.03,100,81.12
1,14,17,287.81,286.92,1019,61,3.25,100,0
1,14,18,287.95,287.03,1019,59,3.79,100,0
1,14,19,287.31,286.35,1019,60,2.78,99,0
1,14,20,285.62,284.72,1020,69,2.13,100,0
1,14,21,285.72,284.86,1020,70,1.9,100,0
1,14,22,284.62,283.81,1020,76,2.12,100,0
1,14,23,284.17,283.49,1021,83,1.61,100,0
1,15,0,283.17,282.53,1021,88,1.56,97,0
1,15,1,283.24,282.52,1021,85,1.35,71,0
1,15,2,282.29,281.66,1020,89,1.65,100,0
1,15,3,281.54,281.54,1019,94,1.27,100,0
1,15,4,281.69,281.12,1018,94,1.51,100,0
1,15,5,281.82,281.82,1018,96,1.3,90,0
1,15,6,281.66,281.13,1018,99,1.47,57,0
1,15,7,281.72,280.96,1019,97,1.7,25,67.9
1,15,8,282.55,281.72,1019,89,1.91,24,251.5
1,15,9,285.07,284.51,1020,84,0.8,8,425.55
1,15,10,290.05,289.55,1020,67,0.38,9,555.12
1,15,11,292.19,291.56,1020,54,0.85,18,613.65
1,15,12,292.38,291.64,1019,49,1.51,58,612.75
1,15,13,294.6,293.9,1018,42,2.21,95,543.38
1,15,14,294.39,293.69,1017,43,2.53,100,415.33
1,15,15,292.75,292.25,1017,57,2.45,100,247.35
1,15,16,291.8,291.42,1016,65,1.91,97,76.1
1,15,17,291.38,290.83,1017,60,1.77,75,0
1,15,18,290.55,290.12,1017,68,1.45,81,0
1,15,19,290.03,289.65,1018,72,1.22,82,0
1,15,20,288.39,287.9,1018,74,1.54,68,0
1,15,21,287.92,287.46,1018,77,1.43,92,0
1,15,22,287.16,286.65,1017,78,1.86,72,0
1,15,23,286.9,286.29,1017,75,2.36,61,0
1,16,0,286.15,285.54,1016,78,2.22,72,0
1,16,1,286.19,285.59,1016,78,2.17,73,0
1,16,2,285.37,284.81,1016,83,2.34,81,0
1,16,3,286.12,285.48,1016,77,0.51,83,0
1,16,4,286.61,285.94,1016,74,0.96,80,0
1,16,5,285.21,284.61,1016,82,1.42,90,0
1,16,6,285.21,284.56,1016,80,1.85,84,0
1,16,7,285.02,284.46,1017,84,2.82,88,46.2
1,16,8,284.86,284.46,1017,91,3.09,100,178.88
1,16,9,284.34,284,1018,95,2.87,100,338.95
1,16,10,286.11,285.73,1019,87,2.64,87,471.02
1,16,11,286.58,286.22,1019,86,4.53,55,542.15
1,16,12,287.63,287.27,1018,82,4.46,27,531.83
1,16,13,289.46,289.08,1017,74,3.97,24,470.55
1,16,14,290.11,289.74,1017,72,3.32,45,358.1
1,16,15,288.41,287.9,1017,73,3.09,48,212.35
1,16,16,287.83,287.36,1017,77,1.33,54,63.33
1,16,17,287.4,287.05,1017,83,1.06,61,0
1,16,18,286.76,286.4,1018,85,2.07,46,0
1,16,19,286.03,285.85,1018,95,2.37,38,0
1,16,20,284.89,284.68,1018,98,2.27,21,0
1,16,21,284.06,283.71,1019,96,2.44,19,0
1,16,22,283.83,283.54,1019,99,2.69,15,0
1,16,23,282.65,281.34,1019,99,2.56,24,0
1,17,0,283.51,283.16,1019,98,2.53,73,0
1,17,1,282.92,281.64,1018,99,2.59,93,0
1,17,2,281.75,280.25,1018,99,2.59,99,0
1,17,3,281.93,280.59,1018,100,2.41,100,0
1,17,4,281.83,280.53,1018,100,2.34,100,0
1,17,5,282.14,281.02,1018,100,2.18,100,0
1,17,6,282.59,281.55,1018,100,2.17,100,0
1,17,7,283.05,282.26,1018,100,1.96,99,64.6
1,17,8,283.08,282.18,1019,100,2.1,99,244.73
1,17,9,282.33,281.21,1019,100,2.22,98,420.45
1,17,10,283.98,283.7,1020,99,2.08,99,552.7
1,17,11,284.72,284.47,1020,97,1.92,97,605.58
1,17,12,285.3,285,1019,93,1.66,100,605.35
1,17,13,287.15,286.72,1017,81,1.76,100,537.8
1,17,14,287.48,287.03,1017,79,2.12,100,409.73
1,17,15,286.15,285.72,1017,85,2.38,100,240.83
1,17,16,286.4,286,1018,85,2.17,99,76.42
1,17,17,286.11,285.79,1018,89,1.6,99,0
1,17,18,287.4,286.97,1018,80,1.74,71,0
1,17,19,285.51,285.07,1019,87,1.77,64,0
1,17,20,284.74,284.33,1019,91,1.39,46,0
1,17,21,283,283,1021,95,0.76,53,0
1,17,22,281.01,281.01,1021,99,0.64,30,0
1,17,23,282.05,282.05,1021,99,1.01,24,0
1,18,0,281.15,280.47,1021,98,1.54,16,0
1,18,1,280.09,278.83,1021,100,1.95,14,0
1,18,2,280.02,278.36,1020,100,2.38,13,0
1,18,3,281.38,280,1021,97,2.34,7,0
1,18,4,280.95,280.43,1021,97,1.38,100,0
1,18,5,281.09,280.19,1021,95,1.74,100,0
1,18,6,280.99,279.83,1022,94,2,100,0
1,18,7,280.58,279.28,1022,95,2.08,100,72.38
1,18,8,281.14,280.15,1023,96,1.84,100,265.2
1,18,9,282,281.35,1024,95,1.63,100,449.12
1,18,10,284.64,283.86,1025,77,1.65,98,587.55
1,18,11,285.25,284.4,1025,72,2.36,48,647.52
1,18,12,286.81,286.03,1024,69,2.77,43,655
1,18,13,288.97,288.17,1023,60,2.84,14,593.25
1,18,14,289.97,289.22,1022,58,2.84,1,468.5
1,18,15,288.72,288.11,1022,68,3.01,16,294.48
1,18,16,288.47,287.89,1022,70,3.1,40,105.3
1,18,17,287.68,287.04,1022,71,2.62,64,0
1,18,18,287.28,286.63,1022,72,3.22,78,0
1,18,19,285.34,284.68,1023,79,3.48,57,0
1,18,20,284.03,283.39,1023,85,3.27,27,0
1,18,21,282.83,281.23,1024,85,3.09,3,0
1,18,22,282.35,280.71,1024,90,2.99,0,0
1,18,23,281.74,280.02,1024,92,2.92,0,0
1,19,0,282.33,280.71,1024,93,2.94,0,0
1,19,1,281.54,279.75,1024,94,2.96,0,0
1,19,2,280.38,278.29,1024,94,3.07,0,0
1,19,3,280.92,278.91,1024,97,3.11,2,0
1,19,4,280.83,278.61,1023,98,3.44,0,0
1,19,5,280.37,277.97,1024,97,3.57,17,0
1,19,6,280.14,277.74,1024,98,3.49,6,0
1,19,7,279.71,277.38,1025,99,3.23,25,80.27
1,19,8,279.95,277.57,1025,99,3.39,21,279.77
1,19,9,282.68,281.13,1026,94,2.94,22,464.6
1,19,10,287.08,286.59,1027,79,3.16,27,602.2
1,19,11,288.34,287.9,1026,76,3.46,36,673.25
1,19,12,289.18,288.64,1025,69,3.82,33,680.77
1,19,13,291.94,291.36,1024,57,3.99,39,619.35
1,19,14,292.66,292.08,1023,54,4.11,45,494.12
1,19,15,290.96,290.42,1022,62,4.24,40,317.98
1,19,16,290.63,290.16,1022,66,3.77,44,122.25
1,19,17,290.22,289.76,1022,68,3.28,5,0
1,19,18,288.99,288.46,1023,70,3.27,0,0
1,19,19,286.12,285.59,1023,81,3.39,0,0
1,19,20,284.37,283.79,1024,86,3.49,0,0
1,19,21,285.31,284.83,1023,86,3.41,0,0
1,19,22,283.24,282.73,1024,93,3.39,0,0
1,19,23,282.39,280.6,1024,93,3.26,0,0
1,20,0,283.2,282.72,1024,94,3.06,0,0
1,20,1,282.09,280.42,1023,97,2.95,0,0
1,20,2,281.07,279.2,1023,98,2.94,0,0
1,20,3,280.64,278.61,1022,99,3.06,92,0
1,20,4,279.58,277.43,1023,100,2.92,92,0
1,20,5,279.89,277.74,1022,99,3.01,99,0
1,20,6,279.8,277.68,1023,99,2.94,96,0
1,20,7,279.58,277.52,1023,100,2.8,94,96.17
1,20,8,280.25,278.51,1024,99,2.54,94,304.98
1,20,9,282.95,281.97,1024,96,2.17,94,490.42
1,20,10,288.23,287.86,1024,79,2.18,94,627.23
1,20,11,289.83,289.43,1024,72,2.27,88,700.52
1,20,12,290.92,290.53,1022,68,2.53,94,705.6
1,20,13,293.62,293.13,1021,54,2.83,95,641.52
1,20,14,293.68,293.15,1020,52,3.02,92,514.02
1,20,15,292.61,292.28,1020,64,3.02,93,334.85
1,20,16,292.37,292.12,1020,68,2.54,96,134.15
1,20,17,290.59,290.22,1020,70,2.1,97,0
1,20,18,290.56,290.21,1020,71,2.1,94,0
1,20,19,288.47,288.17,1020,81,2.45,15,0
1,20,20,286.03,285.62,1021,86,2.88,0,0
1,20,21,286.48,286.14,1021,87,2.67,6,0
1,20,22,284.28,283.88,1021,93,2.28,98,0
1,20,23,283.42,283.01,1021,96,2.2,98,0
1,21,0,283.38,283.02,1021,98,2.23,95,0
1,21,1,282.37,281.29,1020,100,2.17,97,0
1,21,2,281.94,280.77,1020,100,2.19,86,0
1,21,3,282.25,281.22,1019,100,2.09,91,0
1,21,4,282.1,280.95,1019,100,2.2,100,0
1,21,5,281.59,280.33,1019,100,2.23,100,0
1,21,6,281.65,280.53,1019,99,2.07,99,0
1,21,7,282.33,281.94,1020,99,1.43,99,89.33
1,21,8,281.91,280.83,1021,97,2.08,97,290.98
1,21,9,283.4,283.07,1022,99,1.73,100,472.73
1,21,10,286.52,286.29,1023,91,1.03,97,605.5
1,21,11,288.41,288.24,1022,86,1.37,100,668.42
1,21,12,289,288.76,1021,81,2.03,88,663.38
1,21,13,290.14,289.85,1021,75,2.34,91,592.2
1,21,14,290.89,290.6,1019,72,2.08,99,460.25
1,21,15,289.9,289.67,1020,78,2.03,96,281.4
1,21,16,289.47,289.17,1019,77,1.65,100,98.5
1,21,17,288.79,288.5,1019,80,1.65,100,0
1,21,18,288.55,288.34,1020,84,1.89,100,0
1,21,19,286.64,286.39,1021,90,2.06,99,0
1,21,20,285.98,285.69,1021,91,2.12,100,0
1,21,21,286.73,286.44,1022,88,1.32,100,0
1,21,22,285.5,285.22,1022,93,1.59,100,0
1,21,23,285.58,285.33,1023,94,1.33,100,0
1,22,0,285.97,285.68,1023,91,1.51,100,0
1,22,1,285.05,284.8,1022,96,2.11,90,0
1,22,2,284.37,284.08,1021,97,1.92,45,0
1,22,3,284.61,284.34,1022,97,1.8,77,0
